id;foto;nombre;descripcion;precio;restaurante_id;SQL
424;default_menu.png;Wine - Sake;consectetur adipiscing elit;8.84;341;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (424, 'default_menu.png', 'Wine - Sake', 'consectetur adipiscing elit', 8.84, 341);"
425;default_menu.png;Cake - French Pear Tart;Lorem ipsum dolor sit amet;92.98;289;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (425, 'default_menu.png', 'Cake - French Pear Tart', 'Lorem ipsum dolor sit amet', 92.98, 289);"
426;default_menu.png;Higashimaru Usukuchi Soy;sunt in culpa qui officia deserunt mollit anim id est laborum.;97.54;998;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (426, 'default_menu.png', 'Higashimaru Usukuchi Soy', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 97.54, 998);"
427;default_menu.png;Salmon - Fillets;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;26.8;816;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (427, 'default_menu.png', 'Salmon - Fillets', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 26.8, 816);"
428;default_menu.png;Meldea Green Tea Liquor;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;55.86;391;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (428, 'default_menu.png', 'Meldea Green Tea Liquor', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 55.86, 391);"
429;default_menu.png;Devonshire Cream;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;79.98;51;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (429, 'default_menu.png', 'Devonshire Cream', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 79.98, 51);"
430;default_menu.png;Pork - Back Ribs;sunt in culpa qui officia deserunt mollit anim id est laborum.;33.02;978;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (430, 'default_menu.png', 'Pork - Back Ribs', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 33.02, 978);"
431;default_menu.png;Coconut - Shredded, Sweet;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;3.51;49;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (431, 'default_menu.png', 'Coconut - Shredded, Sweet', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 3.51, 49);"
432;default_menu.png;Wine - Periguita Fonseca;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;59.06;185;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (432, 'default_menu.png', 'Wine - Periguita Fonseca', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 59.06, 185);"
433;default_menu.png;Tuna - Bluefin;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;82.91;714;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (433, 'default_menu.png', 'Tuna - Bluefin', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 82.91, 714);"
434;default_menu.png;Apple - Delicious, Red;Lorem ipsum dolor sit amet;45.34;812;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (434, 'default_menu.png', 'Apple - Delicious, Red', 'Lorem ipsum dolor sit amet', 45.34, 812);"
435;default_menu.png;Steamers White;consectetur adipiscing elit;67.12;574;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (435, 'default_menu.png', 'Steamers White', 'consectetur adipiscing elit', 67.12, 574);"
436;default_menu.png;Orange - Tangerine;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;66.11;881;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (436, 'default_menu.png', 'Orange - Tangerine', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 66.11, 881);"
437;default_menu.png;Cornish Hen;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;45.18;803;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (437, 'default_menu.png', 'Cornish Hen', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 45.18, 803);"
438;default_menu.png;Wine - Black Tower Qr;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;30.08;369;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (438, 'default_menu.png', 'Wine - Black Tower Qr', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 30.08, 369);"
439;default_menu.png;Curry Powder Madras;sunt in culpa qui officia deserunt mollit anim id est laborum.;99.86;428;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (439, 'default_menu.png', 'Curry Powder Madras', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 99.86, 428);"
440;default_menu.png;Emulsifier;consectetur adipiscing elit;10.06;995;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (440, 'default_menu.png', 'Emulsifier', 'consectetur adipiscing elit', 10.06, 995);"
441;default_menu.png;Wine - Red, Black Opal Shiraz;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;78.56;390;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (441, 'default_menu.png', 'Wine - Red, Black Opal Shiraz', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 78.56, 390);"
442;default_menu.png;Nut - Macadamia;sunt in culpa qui officia deserunt mollit anim id est laborum.;27.44;960;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (442, 'default_menu.png', 'Nut - Macadamia', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 27.44, 960);"
443;default_menu.png;Wine La Vielle Ferme Cote Du;sunt in culpa qui officia deserunt mollit anim id est laborum.;13.8;594;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (443, 'default_menu.png', 'Wine La Vielle Ferme Cote Du', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 13.8, 594);"
444;default_menu.png;Peach - Fresh;Lorem ipsum dolor sit amet;46.18;652;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (444, 'default_menu.png', 'Peach - Fresh', 'Lorem ipsum dolor sit amet', 46.18, 652);"
445;default_menu.png;Shiro Miso;sunt in culpa qui officia deserunt mollit anim id est laborum.;77.97;306;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (445, 'default_menu.png', 'Shiro Miso', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 77.97, 306);"
446;default_menu.png;Baking Soda;consectetur adipiscing elit;47.84;206;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (446, 'default_menu.png', 'Baking Soda', 'consectetur adipiscing elit', 47.84, 206);"
447;default_menu.png;Butter - Pod;consectetur adipiscing elit;39.36;850;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (447, 'default_menu.png', 'Butter - Pod', 'consectetur adipiscing elit', 39.36, 850);"
448;default_menu.png;Crab - Claws, Snow 16 - 24;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;73.96;434;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (448, 'default_menu.png', 'Crab - Claws, Snow 16 - 24', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 73.96, 434);"
449;default_menu.png;Coffee - Flavoured;consectetur adipiscing elit;39.83;30;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (449, 'default_menu.png', 'Coffee - Flavoured', 'consectetur adipiscing elit', 39.83, 30);"
450;default_menu.png;Fish - Scallops, Cold Smoked;consectetur adipiscing elit;1.62;557;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (450, 'default_menu.png', 'Fish - Scallops, Cold Smoked', 'consectetur adipiscing elit', 1.62, 557);"
451;default_menu.png;Beans - Navy, Dry;sunt in culpa qui officia deserunt mollit anim id est laborum.;3.75;187;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (451, 'default_menu.png', 'Beans - Navy, Dry', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 3.75, 187);"
452;default_menu.png;Bread Roll Foccacia;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;36.33;731;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (452, 'default_menu.png', 'Bread Roll Foccacia', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 36.33, 731);"
453;default_menu.png;Shrimp - Black Tiger 13/15;consectetur adipiscing elit;85.76;893;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (453, 'default_menu.png', 'Shrimp - Black Tiger 13/15', 'consectetur adipiscing elit', 85.76, 893);"
454;default_menu.png;Juice - Tomato, 10 Oz;consectetur adipiscing elit;12.97;824;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (454, 'default_menu.png', 'Juice - Tomato, 10 Oz', 'consectetur adipiscing elit', 12.97, 824);"
455;default_menu.png;Ginger - Ground;consectetur adipiscing elit;22;289;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (455, 'default_menu.png', 'Ginger - Ground', 'consectetur adipiscing elit', 22, 289);"
456;default_menu.png;Corn Kernels - Frozen;consectetur adipiscing elit;72.2;481;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (456, 'default_menu.png', 'Corn Kernels - Frozen', 'consectetur adipiscing elit', 72.2, 481);"
457;default_menu.png;Beef - Tenderloin - Aa;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;42.6;642;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (457, 'default_menu.png', 'Beef - Tenderloin - Aa', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 42.6, 642);"
458;default_menu.png;Bread - Malt;consectetur adipiscing elit;49.94;711;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (458, 'default_menu.png', 'Bread - Malt', 'consectetur adipiscing elit', 49.94, 711);"
459;default_menu.png;Doilies - 12, Paper;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;60.41;832;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (459, 'default_menu.png', 'Doilies - 12, Paper', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 60.41, 832);"
460;default_menu.png;Cranberry Foccacia;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;75.97;766;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (460, 'default_menu.png', 'Cranberry Foccacia', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 75.97, 766);"
461;default_menu.png;Coffee Caramel Biscotti;consectetur adipiscing elit;77.96;799;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (461, 'default_menu.png', 'Coffee Caramel Biscotti', 'consectetur adipiscing elit', 77.96, 799);"
462;default_menu.png;Puree - Mango;sunt in culpa qui officia deserunt mollit anim id est laborum.;31.78;297;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (462, 'default_menu.png', 'Puree - Mango', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 31.78, 297);"
463;default_menu.png;Table Cloth 53x53 White;Lorem ipsum dolor sit amet;23.59;274;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (463, 'default_menu.png', 'Table Cloth 53x53 White', 'Lorem ipsum dolor sit amet', 23.59, 274);"
464;default_menu.png;Soup - French Can Pea;consectetur adipiscing elit;22.37;762;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (464, 'default_menu.png', 'Soup - French Can Pea', 'consectetur adipiscing elit', 22.37, 762);"
465;default_menu.png;Wine - Vouvray Cuvee Domaine;Lorem ipsum dolor sit amet;43.78;95;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (465, 'default_menu.png', 'Wine - Vouvray Cuvee Domaine', 'Lorem ipsum dolor sit amet', 43.78, 95);"
466;default_menu.png;Peach - Fresh;sunt in culpa qui officia deserunt mollit anim id est laborum.;46.39;77;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (466, 'default_menu.png', 'Peach - Fresh', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 46.39, 77);"
467;default_menu.png;Vinegar - Cider;consectetur adipiscing elit;94.16;690;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (467, 'default_menu.png', 'Vinegar - Cider', 'consectetur adipiscing elit', 94.16, 690);"
468;default_menu.png;Wine - Cabernet Sauvignon;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;71.31;336;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (468, 'default_menu.png', 'Wine - Cabernet Sauvignon', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 71.31, 336);"
469;default_menu.png;Beef Tenderloin Aaa;sunt in culpa qui officia deserunt mollit anim id est laborum.;27.33;204;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (469, 'default_menu.png', 'Beef Tenderloin Aaa', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 27.33, 204);"
470;default_menu.png;Soup - Campbells Broccoli;sunt in culpa qui officia deserunt mollit anim id est laborum.;20.04;651;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (470, 'default_menu.png', 'Soup - Campbells Broccoli', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 20.04, 651);"
471;default_menu.png;Mix - Cocktail Ice Cream;sunt in culpa qui officia deserunt mollit anim id est laborum.;2.14;655;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (471, 'default_menu.png', 'Mix - Cocktail Ice Cream', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 2.14, 655);"
472;default_menu.png;Creme De Cacao Mcguines;sunt in culpa qui officia deserunt mollit anim id est laborum.;84.37;349;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (472, 'default_menu.png', 'Creme De Cacao Mcguines', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 84.37, 349);"
473;default_menu.png;Wine - Barolo Fontanafredda;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;66.5;814;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (473, 'default_menu.png', 'Wine - Barolo Fontanafredda', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 66.5, 814);"
474;default_menu.png;Sage - Rubbed;Lorem ipsum dolor sit amet;28.39;883;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (474, 'default_menu.png', 'Sage - Rubbed', 'Lorem ipsum dolor sit amet', 28.39, 883);"
475;default_menu.png;Towel Dispenser;consectetur adipiscing elit;77.75;55;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (475, 'default_menu.png', 'Towel Dispenser', 'consectetur adipiscing elit', 77.75, 55);"
476;default_menu.png;Spice - Greek 1 Step;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;7.86;967;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (476, 'default_menu.png', 'Spice - Greek 1 Step', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 7.86, 967);"
477;default_menu.png;Tarragon - Fresh;consectetur adipiscing elit;74.38;838;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (477, 'default_menu.png', 'Tarragon - Fresh', 'consectetur adipiscing elit', 74.38, 838);"
478;default_menu.png;Pepper - Chipotle, Canned;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;57.02;823;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (478, 'default_menu.png', 'Pepper - Chipotle, Canned', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 57.02, 823);"
479;default_menu.png;Ice Cream Bar - Drumstick;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;36.27;237;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (479, 'default_menu.png', 'Ice Cream Bar - Drumstick', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 36.27, 237);"
480;default_menu.png;Octopus;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;26.82;832;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (480, 'default_menu.png', 'Octopus', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 26.82, 832);"
481;default_menu.png;Capers - Ox Eye Daisy;Lorem ipsum dolor sit amet;40.36;399;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (481, 'default_menu.png', 'Capers - Ox Eye Daisy', 'Lorem ipsum dolor sit amet', 40.36, 399);"
482;default_menu.png;Butter Ripple - Phillips;sunt in culpa qui officia deserunt mollit anim id est laborum.;66.17;224;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (482, 'default_menu.png', 'Butter Ripple - Phillips', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 66.17, 224);"
483;default_menu.png;Magnotta - Bel Paese White;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;55.84;116;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (483, 'default_menu.png', 'Magnotta - Bel Paese White', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 55.84, 116);"
484;default_menu.png;Mousse - Banana Chocolate;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;96.92;526;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (484, 'default_menu.png', 'Mousse - Banana Chocolate', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 96.92, 526);"
485;default_menu.png;Sugar Thermometer;Lorem ipsum dolor sit amet;20.8;651;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (485, 'default_menu.png', 'Sugar Thermometer', 'Lorem ipsum dolor sit amet', 20.8, 651);"
486;default_menu.png;Corn Kernels - Frozen;consectetur adipiscing elit;90.81;368;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (486, 'default_menu.png', 'Corn Kernels - Frozen', 'consectetur adipiscing elit', 90.81, 368);"
487;default_menu.png;Egg - Salad Premix;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;23.55;80;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (487, 'default_menu.png', 'Egg - Salad Premix', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 23.55, 80);"
488;default_menu.png;Liquid Aminios Acid - Braggs;quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident;74.68;414;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (488, 'default_menu.png', 'Liquid Aminios Acid - Braggs', 'quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident', 74.68, 414);"
489;default_menu.png;Cheese - Brick With Pepper;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;28.33;189;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (489, 'default_menu.png', 'Cheese - Brick With Pepper', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 28.33, 189);"
490;default_menu.png;Lemonade - Island Tea, 591 Ml;Lorem ipsum dolor sit amet;40.87;382;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (490, 'default_menu.png', 'Lemonade - Island Tea, 591 Ml', 'Lorem ipsum dolor sit amet', 40.87, 382);"
491;default_menu.png;Langers - Mango Nectar;sunt in culpa qui officia deserunt mollit anim id est laborum.;86.88;804;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (491, 'default_menu.png', 'Langers - Mango Nectar', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 86.88, 804);"
492;default_menu.png;Cheese - Brick With Onion;sunt in culpa qui officia deserunt mollit anim id est laborum.;14.87;489;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (492, 'default_menu.png', 'Cheese - Brick With Onion', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 14.87, 489);"
493;default_menu.png;Cheese - Cream Cheese;Lorem ipsum dolor sit amet;43.94;246;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (493, 'default_menu.png', 'Cheese - Cream Cheese', 'Lorem ipsum dolor sit amet', 43.94, 246);"
494;default_menu.png;Remy Red Berry Infusion;consectetur adipiscing elit;30.08;648;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (494, 'default_menu.png', 'Remy Red Berry Infusion', 'consectetur adipiscing elit', 30.08, 648);"
495;default_menu.png;Irish Cream - Baileys;consectetur adipiscing elit;83.72;618;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (495, 'default_menu.png', 'Irish Cream - Baileys', 'consectetur adipiscing elit', 83.72, 618);"
496;default_menu.png;Pork - Bones;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;39.83;726;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (496, 'default_menu.png', 'Pork - Bones', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 39.83, 726);"
497;default_menu.png;Vaccum Bag - 14x20;sunt in culpa qui officia deserunt mollit anim id est laborum.;90.58;590;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (497, 'default_menu.png', 'Vaccum Bag - 14x20', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 90.58, 590);"
498;default_menu.png;Filter - Coffee;sunt in culpa qui officia deserunt mollit anim id est laborum.;51.41;595;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (498, 'default_menu.png', 'Filter - Coffee', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 51.41, 595);"
499;default_menu.png;Sauce - Cranberry;Lorem ipsum dolor sit amet;88.76;219;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (499, 'default_menu.png', 'Sauce - Cranberry', 'Lorem ipsum dolor sit amet', 88.76, 219);"
500;default_menu.png;Mustard - Dry, Powder;sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam;50.74;499;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (500, 'default_menu.png', 'Mustard - Dry, Powder', 'sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam', 50.74, 499);"
501;default_menu.png;Vanilla Beans;sunt in culpa qui officia deserunt mollit anim id est laborum.;20.5;591;"INSERT INTO compras_menu (id, foto, nombre, descripcion, precio, restaurante_id) VALUES (501, 'default_menu.png', 'Vanilla Beans', 'sunt in culpa qui officia deserunt mollit anim id est laborum.', 20.5, 591);"
