id;cantidad;precio;menu_id;pedido_id;SQL
383;78;354.05;47;898;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (383, 78, 354.05, 47, 898);"
384;31;889.96;100;253;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (384, 31, 889.96, 100, 253);"
385;29;806.55;35;294;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (385, 29, 806.55, 35, 294);"
386;59;600.8;81;399;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (386, 59, 600.8, 81, 399);"
387;76;246.31;36;392;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (387, 76, 246.31, 36, 392);"
388;32;656.34;23;100;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (388, 32, 656.34, 23, 100);"
389;86;249;43;257;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (389, 86, 249, 43, 257);"
390;69;979.68;42;488;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (390, 69, 979.68, 42, 488);"
391;95;358.57;87;213;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (391, 95, 358.57, 87, 213);"
392;53;932.38;55;981;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (392, 53, 932.38, 55, 981);"
393;23;964.04;51;487;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (393, 23, 964.04, 51, 487);"
394;86;793.5;6;890;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (394, 86, 793.5, 6, 890);"
395;38;883.03;12;701;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (395, 38, 883.03, 12, 701);"
396;88;200.69;75;123;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (396, 88, 200.69, 75, 123);"
397;13;102.59;24;409;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (397, 13, 102.59, 24, 409);"
398;20;379.83;81;412;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (398, 20, 379.83, 81, 412);"
399;50;490.44;21;196;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (399, 50, 490.44, 21, 196);"
400;62;78.63;82;512;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (400, 62, 78.63, 82, 512);"
401;6;739.94;95;178;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (401, 6, 739.94, 95, 178);"
402;19;946.78;25;850;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (402, 19, 946.78, 25, 850);"
403;96;415.66;91;643;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (403, 96, 415.66, 91, 643);"
404;54;61.96;82;337;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (404, 54, 61.96, 82, 337);"
405;53;816.48;74;795;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (405, 53, 816.48, 74, 795);"
406;81;753.67;79;495;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (406, 81, 753.67, 79, 495);"
407;47;220.71;3;934;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (407, 47, 220.71, 3, 934);"
408;75;450.69;100;185;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (408, 75, 450.69, 100, 185);"
409;78;577.31;10;198;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (409, 78, 577.31, 10, 198);"
410;54;627.16;30;578;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (410, 54, 627.16, 30, 578);"
411;47;691.75;99;414;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (411, 47, 691.75, 99, 414);"
412;21;793;25;44;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (412, 21, 793, 25, 44);"
413;35;60.94;76;806;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (413, 35, 60.94, 76, 806);"
414;33;228.6;32;332;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (414, 33, 228.6, 32, 332);"
415;100;859.53;22;456;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (415, 100, 859.53, 22, 456);"
416;74;887.64;89;730;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (416, 74, 887.64, 89, 730);"
417;17;701.33;92;319;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (417, 17, 701.33, 92, 319);"
418;87;875.45;82;118;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (418, 87, 875.45, 82, 118);"
419;7;922.73;25;856;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (419, 7, 922.73, 25, 856);"
420;17;909.44;66;408;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (420, 17, 909.44, 66, 408);"
421;61;801.86;5;598;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (421, 61, 801.86, 5, 598);"
422;65;163.34;95;337;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (422, 65, 163.34, 95, 337);"
423;97;979.03;37;417;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (423, 97, 979.03, 37, 417);"
424;19;648.95;32;815;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (424, 19, 648.95, 32, 815);"
425;73;785.57;59;24;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (425, 73, 785.57, 59, 24);"
426;74;562.84;72;371;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (426, 74, 562.84, 72, 371);"
427;17;748.83;45;782;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (427, 17, 748.83, 45, 782);"
428;49;936.21;3;190;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (428, 49, 936.21, 3, 190);"
429;53;668.39;48;973;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (429, 53, 668.39, 48, 973);"
430;69;158.26;79;993;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (430, 69, 158.26, 79, 993);"
431;66;378.82;29;662;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (431, 66, 378.82, 29, 662);"
432;77;582.02;88;632;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (432, 77, 582.02, 88, 632);"
433;71;229.01;87;612;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (433, 71, 229.01, 87, 612);"
434;1;770.79;57;82;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (434, 1, 770.79, 57, 82);"
435;30;11.47;45;306;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (435, 30, 11.47, 45, 306);"
436;96;602.08;3;567;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (436, 96, 602.08, 3, 567);"
437;88;995.67;11;868;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (437, 88, 995.67, 11, 868);"
438;74;394.24;14;829;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (438, 74, 394.24, 14, 829);"
439;35;500.47;29;654;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (439, 35, 500.47, 29, 654);"
440;35;908;37;592;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (440, 35, 908, 37, 592);"
441;50;168.2;44;401;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (441, 50, 168.2, 44, 401);"
442;58;848.99;28;414;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (442, 58, 848.99, 28, 414);"
443;46;946.36;18;435;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (443, 46, 946.36, 18, 435);"
444;19;853.99;60;588;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (444, 19, 853.99, 60, 588);"
445;99;546.32;56;375;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (445, 99, 546.32, 56, 375);"
446;19;78.94;32;277;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (446, 19, 78.94, 32, 277);"
447;50;828.11;38;557;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (447, 50, 828.11, 38, 557);"
448;39;520.44;78;776;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (448, 39, 520.44, 78, 776);"
449;6;797.15;41;583;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (449, 6, 797.15, 41, 583);"
450;97;490.38;89;760;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (450, 97, 490.38, 89, 760);"
451;92;698.57;81;691;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (451, 92, 698.57, 81, 691);"
452;100;520.83;84;975;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (452, 100, 520.83, 84, 975);"
453;97;601.75;82;74;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (453, 97, 601.75, 82, 74);"
454;29;446.38;73;697;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (454, 29, 446.38, 73, 697);"
455;60;241.65;22;65;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (455, 60, 241.65, 22, 65);"
456;5;171.71;71;225;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (456, 5, 171.71, 71, 225);"
457;90;18.4;25;249;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (457, 90, 18.4, 25, 249);"
458;56;740.68;82;204;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (458, 56, 740.68, 82, 204);"
459;70;402.71;12;543;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (459, 70, 402.71, 12, 543);"
460;98;387.1;23;715;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (460, 98, 387.1, 23, 715);"
461;28;446.08;6;651;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (461, 28, 446.08, 6, 651);"
462;41;138.4;93;742;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (462, 41, 138.4, 93, 742);"
463;43;382.83;55;425;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (463, 43, 382.83, 55, 425);"
464;83;843.71;75;991;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (464, 83, 843.71, 75, 991);"
465;63;173.4;21;262;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (465, 63, 173.4, 21, 262);"
466;89;866.48;54;389;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (466, 89, 866.48, 54, 389);"
467;77;194.44;49;543;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (467, 77, 194.44, 49, 543);"
468;100;263.76;65;126;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (468, 100, 263.76, 65, 126);"
469;27;134.07;48;325;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (469, 27, 134.07, 48, 325);"
470;30;222;63;12;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (470, 30, 222, 63, 12);"
471;14;78.54;78;197;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (471, 14, 78.54, 78, 197);"
472;88;444.36;34;484;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (472, 88, 444.36, 34, 484);"
473;67;308.07;82;145;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (473, 67, 308.07, 82, 145);"
474;58;858.4;100;210;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (474, 58, 858.4, 100, 210);"
475;2;48.34;32;223;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (475, 2, 48.34, 32, 223);"
476;45;502.72;89;87;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (476, 45, 502.72, 89, 87);"
477;78;528.16;40;475;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (477, 78, 528.16, 40, 475);"
478;19;191.39;84;506;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (478, 19, 191.39, 84, 506);"
479;74;842.96;77;742;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (479, 74, 842.96, 77, 742);"
480;81;370.22;5;462;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (480, 81, 370.22, 5, 462);"
481;16;736.57;60;710;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (481, 16, 736.57, 60, 710);"
482;61;549.12;6;574;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (482, 61, 549.12, 6, 574);"
483;64;679.87;64;907;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (483, 64, 679.87, 64, 907);"
484;77;375.27;79;910;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (484, 77, 375.27, 79, 910);"
485;97;250.39;76;532;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (485, 97, 250.39, 76, 532);"
486;5;123.8;3;344;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (486, 5, 123.8, 3, 344);"
487;72;550;8;841;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (487, 72, 550, 8, 841);"
488;7;113.89;44;10;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (488, 7, 113.89, 44, 10);"
489;67;614.08;77;385;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (489, 67, 614.08, 77, 385);"
490;73;22.28;26;12;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (490, 73, 22.28, 26, 12);"
491;5;537.84;52;643;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (491, 5, 537.84, 52, 643);"
492;48;624.83;16;419;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (492, 48, 624.83, 16, 419);"
493;58;840.5;23;62;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (493, 58, 840.5, 23, 62);"
494;21;188.63;91;547;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (494, 21, 188.63, 91, 547);"
495;56;876.18;10;182;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (495, 56, 876.18, 10, 182);"
496;87;759.44;70;103;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (496, 87, 759.44, 70, 103);"
497;81;460.94;1;651;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (497, 81, 460.94, 1, 651);"
498;76;712.06;4;753;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (498, 76, 712.06, 4, 753);"
499;13;330;35;174;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (499, 13, 330, 35, 174);"
500;53;360.97;15;308;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (500, 53, 360.97, 15, 308);"
501;74;378.51;94;866;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (501, 74, 378.51, 94, 866);"
502;86;612.5;84;164;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (502, 86, 612.5, 84, 164);"
503;12;14.61;17;98;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (503, 12, 14.61, 17, 98);"
504;13;114.74;83;341;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (504, 13, 114.74, 83, 341);"
505;22;468.02;17;835;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (505, 22, 468.02, 17, 835);"
506;68;363.56;98;108;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (506, 68, 363.56, 98, 108);"
507;1;729.86;44;643;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (507, 1, 729.86, 44, 643);"
508;6;714.9;58;123;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (508, 6, 714.9, 58, 123);"
509;21;6.88;64;177;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (509, 21, 6.88, 64, 177);"
510;9;813.84;58;353;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (510, 9, 813.84, 58, 353);"
511;70;704.62;23;422;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (511, 70, 704.62, 23, 422);"
512;85;258.17;80;893;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (512, 85, 258.17, 80, 893);"
513;16;694.43;77;952;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (513, 16, 694.43, 77, 952);"
514;15;14.81;63;851;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (514, 15, 14.81, 63, 851);"
515;2;376.21;39;251;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (515, 2, 376.21, 39, 251);"
516;13;773.95;56;270;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (516, 13, 773.95, 56, 270);"
517;33;296.14;2;468;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (517, 33, 296.14, 2, 468);"
518;55;303.51;81;552;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (518, 55, 303.51, 81, 552);"
519;54;599.3;17;978;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (519, 54, 599.3, 17, 978);"
520;24;243.79;66;720;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (520, 24, 243.79, 66, 720);"
521;61;142.82;16;305;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (521, 61, 142.82, 16, 305);"
522;9;384.57;12;45;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (522, 9, 384.57, 12, 45);"
523;51;350.55;3;868;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (523, 51, 350.55, 3, 868);"
524;57;547.78;17;789;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (524, 57, 547.78, 17, 789);"
525;66;183.07;78;510;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (525, 66, 183.07, 78, 510);"
526;71;63.36;7;171;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (526, 71, 63.36, 7, 171);"
527;79;911.57;6;565;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (527, 79, 911.57, 6, 565);"
528;4;8.29;31;20;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (528, 4, 8.29, 31, 20);"
529;17;755.31;33;945;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (529, 17, 755.31, 33, 945);"
530;69;442.91;90;967;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (530, 69, 442.91, 90, 967);"
531;30;787.27;83;165;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (531, 30, 787.27, 83, 165);"
532;79;327.35;30;862;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (532, 79, 327.35, 30, 862);"
533;53;464.29;52;892;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (533, 53, 464.29, 52, 892);"
534;91;788.11;5;952;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (534, 91, 788.11, 5, 952);"
535;22;639.3;36;369;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (535, 22, 639.3, 36, 369);"
536;6;679.16;48;854;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (536, 6, 679.16, 48, 854);"
537;47;429.17;66;156;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (537, 47, 429.17, 66, 156);"
538;16;476.53;56;451;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (538, 16, 476.53, 56, 451);"
539;96;471.4;33;358;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (539, 96, 471.4, 33, 358);"
540;17;781.88;8;279;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (540, 17, 781.88, 8, 279);"
541;80;168.79;97;105;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (541, 80, 168.79, 97, 105);"
542;1;86.46;84;997;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (542, 1, 86.46, 84, 997);"
543;100;864.6;91;166;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (543, 100, 864.6, 91, 166);"
544;24;272.79;25;604;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (544, 24, 272.79, 25, 604);"
545;42;545.45;94;452;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (545, 42, 545.45, 94, 452);"
546;68;364.67;50;853;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (546, 68, 364.67, 50, 853);"
547;92;190.46;40;395;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (547, 92, 190.46, 40, 395);"
548;19;992.21;80;962;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (548, 19, 992.21, 80, 962);"
549;36;697.54;46;957;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (549, 36, 697.54, 46, 957);"
550;58;467.38;95;904;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (550, 58, 467.38, 95, 904);"
551;38;59.9;97;526;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (551, 38, 59.9, 97, 526);"
552;86;214.23;48;509;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (552, 86, 214.23, 48, 509);"
553;33;303.78;78;396;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (553, 33, 303.78, 78, 396);"
554;78;328.85;75;223;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (554, 78, 328.85, 75, 223);"
555;66;308.93;43;198;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (555, 66, 308.93, 43, 198);"
556;42;159.25;69;798;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (556, 42, 159.25, 69, 798);"
557;33;559.43;19;545;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (557, 33, 559.43, 19, 545);"
558;32;814.56;38;525;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (558, 32, 814.56, 38, 525);"
559;6;535.68;57;352;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (559, 6, 535.68, 57, 352);"
560;67;446.44;21;457;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (560, 67, 446.44, 21, 457);"
561;43;223.42;86;152;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (561, 43, 223.42, 86, 152);"
562;82;38.7;80;509;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (562, 82, 38.7, 80, 509);"
563;20;106.88;79;484;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (563, 20, 106.88, 79, 484);"
564;20;908.51;17;125;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (564, 20, 908.51, 17, 125);"
565;7;259.79;91;792;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (565, 7, 259.79, 91, 792);"
566;86;390.39;21;51;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (566, 86, 390.39, 21, 51);"
567;55;445.66;59;425;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (567, 55, 445.66, 59, 425);"
568;95;435.67;52;677;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (568, 95, 435.67, 52, 677);"
569;88;444.57;54;125;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (569, 88, 444.57, 54, 125);"
570;50;480.99;69;48;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (570, 50, 480.99, 69, 48);"
571;51;399.57;51;713;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (571, 51, 399.57, 51, 713);"
572;96;700.58;1;782;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (572, 96, 700.58, 1, 782);"
573;5;443.4;30;307;"INSERT INTO compras_detallepedido (id, cantidad, precio, menu_id, pedido_id) VALUES (573, 5, 443.4, 30, 307);"
